Id,Time,Value
5553957443,4/1/2016 12:00:10 AM,68
5553957443,4/1/2016 12:00:20 AM,66
5553957443,4/1/2016 12:00:30 AM,67
5553957443,4/1/2016 12:00:40 AM,66
5553957443,4/1/2016 12:00:50 AM,66
5553957443,4/1/2016 12:01:00 AM,66
5553957443,4/1/2016 12:01:10 AM,67
5553957443,4/1/2016 12:01:25 AM,67
5553957443,4/1/2016 12:01:30 AM,68
5553957443,4/1/2016 12:01:40 AM,65
5553957443,4/1/2016 12:01:55 AM,65
5553957443,4/1/2016 12:02:10 AM,65
5553957443,4/1/2016 12:02:20 AM,67
5553957443,4/1/2016 12:02:30 AM,68
5553957443,4/1/2016 12:02:40 AM,69
5553957443,4/1/2016 12:02:50 AM,68
5553957443,4/1/2016 12:03:05 AM,68
5553957443,4/1/2016 12:03:10 AM,69
5553957443,4/1/2016 12:03:25 AM,69
5553957443,4/1/2016 12:03:40 AM,68
5553957443,4/1/2016 12:03:50 AM,69
5553957443,4/1/2016 12:04:05 AM,69
5553957443,4/1/2016 12:04:20 AM,69
5553957443,4/1/2016 12:04:35 AM,69
5553957443,4/1/2016 12:04:40 AM,68
5553957443,4/1/2016 12:04:55 AM,68
5553957443,4/1/2016 12:05:10 AM,69
5553957443,4/1/2016 12:05:20 AM,68
5553957443,4/1/2016 12:05:35 AM,68
5553957443,4/1/2016 12:05:50 AM,68
5553957443,4/1/2016 12:06:05 AM,68
5553957443,4/1/2016 12:06:10 AM,68
5553957443,4/1/2016 12:06:20 AM,67
5553957443,4/1/2016 12:06:35 AM,67
5553957443,4/1/2016 12:06:40 AM,68
5553957443,4/1/2016 12:06:55 AM,68
5553957443,4/1/2016 12:07:00 AM,69
5553957443,4/1/2016 12:07:10 AM,68
5553957443,4/1/2016 12:07:20 AM,69
5553957443,4/1/2016 12:07:35 AM,69
5553957443,4/1/2016 12:07:40 AM,66
5553957443,4/1/2016 12:07:55 AM,66
5553957443,4/1/2016 12:08:10 AM,66
5553957443,4/1/2016 12:08:20 AM,68
5553957443,4/1/2016 12:08:30 AM,69
5553957443,4/1/2016 12:08:40 AM,67
5553957443,4/1/2016 12:08:50 AM,68
5553957443,4/1/2016 12:09:05 AM,68
5553957443,4/1/2016 12:09:20 AM,67
5553957443,4/1/2016 12:09:35 AM,67
5553957443,4/1/2016 12:09:50 AM,68
5553957443,4/1/2016 12:10:05 AM,68
5553957443,4/1/2016 12:10:20 AM,66
5553957443,4/1/2016 12:10:30 AM,65
5553957443,4/1/2016 12:10:45 AM,65
5553957443,4/1/2016 12:10:50 AM,67
5553957443,4/1/2016 12:11:00 AM,68
5553957443,4/1/2016 12:11:15 AM,68
5553957443,4/1/2016 12:11:20 AM,67
5553957443,4/1/2016 12:11:30 AM,69
5553957443,4/1/2016 12:11:45 AM,69
5553957443,4/1/2016 12:12:00 AM,68
5553957443,4/1/2016 12:12:15 AM,68
5553957443,4/1/2016 12:12:30 AM,69
5553957443,4/1/2016 12:12:40 AM,68
5553957443,4/1/2016 12:12:55 AM,68
5553957443,4/1/2016 12:13:10 AM,66
5553957443,4/1/2016 12:13:20 AM,69
5553957443,4/1/2016 12:13:35 AM,69
5553957443,4/1/2016 12:13:40 AM,68
5553957443,4/1/2016 12:13:55 AM,68
5553957443,4/1/2016 12:14:10 AM,67
5553957443,4/1/2016 12:14:25 AM,67
5553957443,4/1/2016 12:14:40 AM,67
5553957443,4/1/2016 12:14:50 AM,68
5553957443,4/1/2016 12:15:00 AM,69
5553957443,4/1/2016 12:15:15 AM,69
5553957443,4/1/2016 12:15:30 AM,69
5553957443,4/1/2016 12:15:45 AM,69
5553957443,4/1/2016 12:15:50 AM,70
5553957443,4/1/2016 12:16:00 AM,69
5553957443,4/1/2016 12:16:15 AM,69
5553957443,4/1/2016 12:16:20 AM,68
5553957443,4/1/2016 12:16:35 AM,68
5553957443,4/1/2016 12:16:50 AM,69
5553957443,4/1/2016 12:17:00 AM,70
5553957443,4/1/2016 12:17:10 AM,69
5553957443,4/1/2016 12:17:25 AM,69
5553957443,4/1/2016 12:17:40 AM,68
5553957443,4/1/2016 12:17:55 AM,68
5553957443,4/1/2016 12:18:10 AM,69
5553957443,4/1/2016 12:18:25 AM,69
5553957443,4/1/2016 12:18:30 AM,69
5553957443,4/1/2016 12:18:40 AM,68
5553957443,4/1/2016 12:18:50 AM,69
5553957443,4/1/2016 12:19:05 AM,69
5553957443,4/1/2016 12:19:20 AM,69
5553957443,4/1/2016 12:19:35 AM,69
5553957443,4/1/2016 12:19:50 AM,68
5553957443,4/1/2016 12:20:00 AM,69
5553957443,4/1/2016 12:20:15 AM,69
5553957443,4/1/2016 12:20:30 AM,69
5553957443,4/1/2016 12:20:40 AM,69
5553957443,4/1/2016 12:20:50 AM,68
5553957443,4/1/2016 12:21:00 AM,67
5553957443,4/1/2016 12:21:10 AM,69
5553957443,4/1/2016 12:21:20 AM,70
5553957443,4/1/2016 12:21:30 AM,69
5553957443,4/1/2016 12:21:45 AM,69
5553957443,4/1/2016 12:22:00 AM,70
5553957443,4/1/2016 12:22:15 AM,70
5553957443,4/1/2016 12:22:20 AM,69
5553957443,4/1/2016 12:22:30 AM,69
5553957443,4/1/2016 12:22:45 AM,69
5553957443,4/1/2016 12:22:50 AM,69
5553957443,4/1/2016 12:23:00 AM,77
5553957443,4/1/2016 12:23:15 AM,77
5553957443,4/1/2016 12:23:30 AM,78
5553957443,4/1/2016 12:23:45 AM,78
5553957443,4/1/2016 12:24:00 AM,78
5553957443,4/1/2016 12:24:10 AM,77
5553957443,4/1/2016 12:24:25 AM,77
5553957443,4/1/2016 12:24:40 AM,77
5553957443,4/1/2016 12:24:55 AM,77
5553957443,4/1/2016 12:25:10 AM,77
5553957443,4/1/2016 12:25:25 AM,77
5553957443,4/1/2016 12:25:30 AM,76
5553957443,4/1/2016 12:25:45 AM,76
5553957443,4/1/2016 12:26:00 AM,76
5553957443,4/1/2016 12:26:10 AM,75
5553957443,4/1/2016 12:26:25 AM,75
5553957443,4/1/2016 12:26:40 AM,75
5553957443,4/1/2016 12:26:50 AM,72
5553957443,4/1/2016 12:27:05 AM,72
5553957443,4/1/2016 12:27:20 AM,72
5553957443,4/1/2016 12:27:35 AM,72
5553957443,4/1/2016 12:27:50 AM,72
5553957443,4/1/2016 12:28:05 AM,72
5553957443,4/1/2016 12:28:10 AM,72
5553957443,4/1/2016 12:28:20 AM,71
5553957443,4/1/2016 12:28:35 AM,71
5553957443,4/1/2016 12:28:50 AM,71
5553957443,4/1/2016 12:29:05 AM,71
5553957443,4/1/2016 12:29:20 AM,71
5553957443,4/1/2016 12:29:35 AM,71
5553957443,4/1/2016 12:29:45 AM,70
5553957443,4/1/2016 12:30:00 AM,70
5553957443,4/1/2016 12:30:15 AM,70
5553957443,4/1/2016 12:30:30 AM,70
5553957443,4/1/2016 12:30:45 AM,70
5553957443,4/1/2016 12:31:00 AM,70
5553957443,4/1/2016 12:31:15 AM,70
5553957443,4/1/2016 12:31:30 AM,70
5553957443,4/1/2016 12:31:45 AM,70
5553957443,4/1/2016 12:32:00 AM,69
5553957443,4/1/2016 12:32:15 AM,69
5553957443,4/1/2016 12:32:30 AM,70
5553957443,4/1/2016 12:32:45 AM,70
5553957443,4/1/2016 12:33:00 AM,70
5553957443,4/1/2016 12:33:10 AM,72
5553957443,4/1/2016 12:33:20 AM,73
5553957443,4/1/2016 12:33:35 AM,73
5553957443,4/1/2016 12:33:50 AM,72
5553957443,4/1/2016 12:34:00 AM,71
5553957443,4/1/2016 12:34:15 AM,71
5553957443,4/1/2016 12:34:20 AM,71
5553957443,4/1/2016 12:34:30 AM,69
5553957443,4/1/2016 12:34:40 AM,68
5553957443,4/1/2016 12:34:55 AM,68
5553957443,4/1/2016 12:35:00 AM,69
5553957443,4/1/2016 12:35:15 AM,69
5553957443,4/1/2016 12:35:30 AM,70
5553957443,4/1/2016 12:35:40 AM,71
5553957443,4/1/2016 12:35:45 AM,72
5553957443,4/1/2016 12:36:00 AM,72
5553957443,4/1/2016 12:36:10 AM,71
5553957443,4/1/2016 12:36:20 AM,70
5553957443,4/1/2016 12:36:35 AM,70
5553957443,4/1/2016 12:36:50 AM,70
5553957443,4/1/2016 12:37:00 AM,69
5553957443,4/1/2016 12:37:15 AM,69
5553957443,4/1/2016 12:37:20 AM,68
5553957443,4/1/2016 12:37:25 AM,68
5553957443,4/1/2016 12:37:35 AM,67
5553957443,4/1/2016 12:37:40 AM,68
5553957443,4/1/2016 12:37:50 AM,67
5553957443,4/1/2016 12:38:05 AM,67
5553957443,4/1/2016 12:38:10 AM,65
5553957443,4/1/2016 12:38:20 AM,65
5553957443,4/1/2016 12:38:35 AM,65
5553957443,4/1/2016 12:38:40 AM,65
5553957443,4/1/2016 12:38:50 AM,66
5553957443,4/1/2016 12:39:00 AM,67
5553957443,4/1/2016 12:39:10 AM,69
5553957443,4/1/2016 12:39:15 AM,70
5553957443,4/1/2016 12:39:30 AM,70
5553957443,4/1/2016 12:39:45 AM,70
5553957443,4/1/2016 12:40:00 AM,70
5553957443,4/1/2016 12:40:10 AM,69
5553957443,4/1/2016 12:40:25 AM,69
5553957443,4/1/2016 12:40:40 AM,69
5553957443,4/1/2016 12:40:55 AM,69
